"ISO","Year","Nominal GDP"
"AFG",2012,"20,293"
"AFG",2013,"20,170"
"AFG",2014,"20,616"
"AFG",2015,"20,057"
"AFG",2016,"18,020"
"AFG",2017,"18,883"
"AFG",2018,"18,336"
"AFG",2019,"18,876"
"AFG",2020,"20,136"
"AFG",2021,"14,278"
"AFG",2022,"14,501"
"AFG",2023,"17,248"
"AFG",2024,"17,817"
"ALB",2012,"12,324"
"ALB",2013,"12,784"
"ALB",2014,"13,246"
"ALB",2015,"11,389"
"ALB",2016,"11,862"
"ALB",2017,"13,053"
"ALB",2018,"15,380"
"ALB",2019,"15,582"
"ALB",2020,"15,271"
"ALB",2021,"17,985"
"ALB",2022,"19,189"
"ALB",2023,"23,633"
"ALB",2024,"27,084"
"DZA",2012,"227,144"
"DZA",2013,"229,701"
"DZA",2014,"238,943"
"DZA",2015,"187,494"
"DZA",2016,"180,764"
"DZA",2017,"190,004"
"DZA",2018,"194,507"
"DZA",2019,"193,361"
"DZA",2020,"164,774"
"DZA",2021,"185,850"
"DZA",2022,"225,709"
"DZA",2023,"248,087"
"DZA",2024,"269,140"
"AND",2012,"3,189"
"AND",2013,"3,193"
"AND",2014,"3,267"
"AND",2015,"2,789"
"AND",2016,"2,895"
"AND",2017,"2,993"
"AND",2018,"3,217"
"AND",2019,"3,155"
"AND",2020,"2,885"
"AND",2021,"3,325"
"AND",2022,"3,376"
"AND",2023,"3,786"
"AND",2024,"4,042"
"AGO",2012,"143,573"
"AGO",2013,"153,761"
"AGO",2014,"164,448"
"AGO",2015,"131,661"
"AGO",2016,"116,473"
"AGO",2017,"141,911"
"AGO",2018,"115,456"
"AGO",2019,"95,210"
"AGO",2020,"66,136"
"AGO",2021,"83,022"
"AGO",2022,"139,171"
"AGO",2023,"113,135"
"AGO",2024,"119,574"
"ATG",2012,"1,365"
"ATG",2013,"1,325"
"ATG",2014,"1,379"
"ATG",2015,"1,437"
"ATG",2016,"1,490"
"ATG",2017,"1,535"
"ATG",2018,"1,662"
"ATG",2019,"1,726"
"ATG",2020,"1,412"
"ATG",2021,"1,602"
"ATG",2022,"1,857"
"ATG",2023,"2,054"
"ATG",2024,"2,162"
"ARG",2012,"579,666"
"ARG",2013,"611,471"
"ARG",2014,"563,614"
"ARG",2015,"642,464"
"ARG",2016,"556,774"
"ARG",2017,"643,861"
"ARG",2018,"524,431"
"ARG",2019,"446,762"
"ARG",2020,"385,218"
"ARG",2021,"486,040"
"ARG",2022,"633,520"
"ARG",2023,"648,895"
"ARG",2024,"637,234"
"ARM",2012,"10,619"
"ARM",2013,"11,121"
"ARM",2014,"11,610"
"ARM",2015,"10,553"
"ARM",2016,"10,546"
"ARM",2017,"11,527"
"ARM",2018,"12,458"
"ARM",2019,"13,619"
"ARM",2020,"12,642"
"ARM",2021,"13,879"
"ARM",2022,"19,514"
"ARM",2023,"24,186"
"ARM",2024,"25,955"
"ABW",2012,"2,615"
"ABW",2013,"2,728"
"ABW",2014,"2,791"
"ABW",2015,"2,963"
"ABW",2016,"2,984"
"ABW",2017,"3,092"
"ABW",2018,"3,276"
"ABW",2019,"3,347"
"ABW",2020,"2,471"
"ABW",2021,"2,881"
"ABW",2022,"3,324"
"ABW",2023,"3,871"
"ABW",2024,"4,285"
"AUS",2012,"1,575,930"
"AUS",2013,"1,526,608"
"AUS",2014,"1,463,091"
"AUS",2015,"1,238,863"
"AUS",2016,"1,267,660"
"AUS",2017,"1,386,367"
"AUS",2018,"1,422,597"
"AUS",2019,"1,391,987"
"AUS",2020,"1,366,669"
"AUS",2021,"1,660,123"
"AUS",2022,"1,731,233"
"AUS",2023,"1,748,175"
"AUS",2024,"1,799,418"
"AUT",2012,"407,008"
"AUT",2013,"426,587"
"AUT",2014,"438,669"
"AUT",2015,"379,584"
"AUT",2016,"393,579"
"AUT",2017,"414,780"
"AUT",2018,"452,787"
"AUT",2019,"443,033"
"AUT",2020,"434,050"
"AUT",2021,"480,786"
"AUT",2022,"473,594"
"AUT",2023,"516,820"
"AUT",2024,"534,630"
"AZE",2012,"69,684"
"AZE",2013,"74,164"
"AZE",2014,"75,235"
"AZE",2015,"52,997"
"AZE",2016,"37,830"
"AZE",2017,"41,375"
"AZE",2018,"47,113"
"AZE",2019,"48,174"
"AZE",2020,"42,693"
"AZE",2021,"54,825"
"AZE",2022,"78,807"
"AZE",2023,"72,428"
"AZE",2024,"74,426"
"BHS",2012,"10,720"
"BHS",2013,"10,475"
"BHS",2014,"11,139"
"BHS",2015,"11,838"
"BHS",2016,"11,881"
"BHS",2017,"12,447"
"BHS",2018,"12,819"
"BHS",2019,"13,277"
"BHS",2020,"10,363"
"BHS",2021,"12,037"
"BHS",2022,"13,897"
"BHS",2023,"15,271"
"BHS",2024,"15,833"
"BHR",2012,"31,963"
"BHR",2013,"33,823"
"BHR",2014,"34,773"
"BHR",2015,"32,523"
"BHR",2016,"33,885"
"BHR",2017,"37,205"
"BHR",2018,"39,568"
"BHR",2019,"40,447"
"BHR",2020,"35,838"
"BHR",2021,"40,840"
"BHR",2022,"46,458"
"BHR",2023,"46,192"
"BHR",2024,"47,210"
"BGD",2012,"159,749"
"BGD",2013,"179,676"
"BGD",2014,"207,102"
"BGD",2015,"233,687"
"BGD",2016,"265,236"
"BGD",2017,"293,755"
"BGD",2018,"321,379"
"BGD",2019,"351,238"
"BGD",2020,"373,902"
"BGD",2021,"416,265"
"BGD",2022,"460,201"
"BGD",2023,"451,534"
"BGD",2024,"450,461"
"BRB",2012,"5,487"
"BRB",2013,"5,660"
"BRB",2014,"5,685"
"BRB",2015,"5,700"
"BRB",2016,"5,679"
"BRB",2017,"5,847"
"BRB",2018,"6,001"
"BRB",2019,"6,167"
"BRB",2020,"5,403"
"BRB",2021,"5,949"
"BRB",2022,"6,887"
"BRB",2023,"7,223"
"BRB",2024,"7,598"
"BLR",2012,"65,669"
"BLR",2013,"75,496"
"BLR",2014,"78,736"
"BLR",2015,"56,329"
"BLR",2016,"47,703"
"BLR",2017,"54,723"
"BLR",2018,"60,011"
"BLR",2019,"64,414"
"BLR",2020,"61,312"
"BLR",2021,"68,207"
"BLR",2022,"73,735"
"BLR",2023,"71,792"
"BLR",2024,"78,847"
"BEL",2012,"498,731"
"BEL",2013,"524,106"
"BEL",2014,"538,127"
"BEL",2015,"461,091"
"BEL",2016,"474,141"
"BEL",2017,"500,733"
"BEL",2018,"542,885"
"BEL",2019,"536,787"
"BEL",2020,"529,269"
"BEL",2021,"598,920"
"BEL",2022,"591,551"
"BEL",2023,"651,518"
"BEL",2024,"671,168"
"BLZ",2012,"1,917"
"BLZ",2013,"2,035"
"BLZ",2014,"2,138"
"BLZ",2015,"2,193"
"BLZ",2016,"2,240"
"BLZ",2017,"2,266"
"BLZ",2018,"2,286"
"BLZ",2019,"2,381"
"BLZ",2020,"2,047"
"BLZ",2021,"2,429"
"BLZ",2022,"2,847"
"BLZ",2023,"3,052"
"BLZ",2024,"3,204"
"BEN",2012,"11,148"
"BEN",2013,"12,518"
"BEN",2014,"13,288"
"BEN",2015,"11,389"
"BEN",2016,"11,818"
"BEN",2017,"12,766"
"BEN",2018,"14,346"
"BEN",2019,"14,697"
"BEN",2020,"15,674"
"BEN",2021,"17,699"
"BEN",2022,"17,439"
"BEN",2023,"19,679"
"BEN",2024,"21,487"
"BTN",2012,"1,966"
"BTN",2013,"1,995"
"BTN",2014,"1,962"
"BTN",2015,"2,159"
"BTN",2016,"2,252"
"BTN",2017,"2,462"
"BTN",2018,"2,651"
"BTN",2019,"2,618"
"BTN",2020,"2,586"
"BTN",2021,"2,621"
"BTN",2022,"2,866"
"BTN",2023,"2,920"
"BTN",2024,"3,147"
"BOL",2012,"31,444"
"BOL",2013,"35,965"
"BOL",2014,"39,307"
"BOL",2015,"40,034"
"BOL",2016,"41,606"
"BOL",2017,"46,262"
"BOL",2018,"48,767"
"BOL",2019,"49,414"
"BOL",2020,"42,622"
"BOL",2021,"48,227"
"BOL",2022,"51,331"
"BOL",2023,"52,722"
"BOL",2024,"55,281"
"BIH",2012,"17,237"
"BIH",2013,"18,184"
"BIH",2014,"18,588"
"BIH",2015,"16,413"
"BIH",2016,"17,124"
"BIH",2017,"18,363"
"BIH",2018,"20,504"
"BIH",2019,"20,485"
"BIH",2020,"20,264"
"BIH",2021,"23,688"
"BIH",2022,"24,581"
"BIH",2023,"27,606"
"BIH",2024,"29,738"
"BWA",2012,"13,907"
"BWA",2013,"14,272"
"BWA",2014,"15,470"
"BWA",2015,"13,531"
"BWA",2016,"15,083"
"BWA",2017,"16,105"
"BWA",2018,"17,032"
"BWA",2019,"16,696"
"BWA",2020,"14,930"
"BWA",2021,"18,750"
"BWA",2022,"20,321"
"BWA",2023,"19,411"
"BWA",2024,"19,356"
"BRA",2012,"2,464,053"
"BRA",2013,"2,471,718"
"BRA",2014,"2,456,055"
"BRA",2015,"1,800,046"
"BRA",2016,"1,796,622"
"BRA",2017,"2,063,519"
"BRA",2018,"1,916,934"
"BRA",2019,"1,873,286"
"BRA",2020,"1,476,092"
"BRA",2021,"1,670,650"
"BRA",2022,"1,951,849"
"BRA",2023,"2,191,137"
"BRA",2024,"2,185,822"
"BRN",2012,"19,051"
"BRN",2013,"18,094"
"BRN",2014,"17,093"
"BRN",2015,"12,933"
"BRN",2016,"11,403"
"BRN",2017,"12,130"
"BRN",2018,"13,564"
"BRN",2019,"13,472"
"BRN",2020,"12,008"
"BRN",2021,"14,008"
"BRN",2022,"16,684"
"BRN",2023,"15,098"
"BRN",2024,"15,334"
"BGR",2012,"54,323"
"BGR",2013,"55,855"
"BGR",2014,"57,172"
"BGR",2015,"50,818"
"BGR",2016,"53,948"
"BGR",2017,"59,288"
"BGR",2018,"66,163"
"BGR",2019,"68,513"
"BGR",2020,"70,595"
"BGR",2021,"84,437"
"BGR",2022,"90,716"
"BGR",2023,"102,237"
"BGR",2024,"113,364"
"BFA",2012,"12,569"
"BFA",2013,"13,444"
"BFA",2014,"13,947"
"BFA",2015,"11,833"
"BFA",2016,"12,829"
"BFA",2017,"14,094"
"BFA",2018,"15,916"
"BFA",2019,"16,092"
"BFA",2020,"17,837"
"BFA",2021,"19,708"
"BFA",2022,"18,662"
"BFA",2023,"20,116"
"BFA",2024,"23,130"
"BDI",2012,"2,333"
"BDI",2013,"2,456"
"BDI",2014,"2,706"
"BDI",2015,"3,104"
"BDI",2016,"2,960"
"BDI",2017,"3,172"
"BDI",2018,"3,037"
"BDI",2019,"3,009"
"BDI",2020,"3,089"
"BDI",2021,"3,356"
"BDI",2022,"3,922"
"BDI",2023,"4,291"
"BDI",2024,"4,838"
"CPV",2012,"1,913"
"CPV",2013,"2,029"
"CPV",2014,"2,042"
"CPV",2015,"1,750"
"CPV",2016,"1,850"
"CPV",2017,"1,997"
"CPV",2018,"2,205"
"CPV",2019,"2,251"
"CPV",2020,"1,829"
"CPV",2021,"2,053"
"CPV",2022,"2,252"
"CPV",2023,"2,501"
"CPV",2024,"2,726"
"KHM",2012,"17,757"
"KHM",2013,"19,679"
"KHM",2014,"22,176"
"KHM",2015,"24,080"
"KHM",2016,"26,502"
"KHM",2017,"29,121"
"KHM",2018,"32,839"
"KHM",2019,"35,979"
"KHM",2020,"34,497"
"KHM",2021,"36,170"
"KHM",2022,"39,461"
"KHM",2023,"42,404"
"KHM",2024,"46,098"
"CMR",2012,"30,174"
"CMR",2013,"33,729"
"CMR",2014,"36,396"
"CMR",2015,"32,213"
"CMR",2016,"33,805"
"CMR",2017,"36,086"
"CMR",2018,"39,992"
"CMR",2019,"39,673"
"CMR",2020,"40,832"
"CMR",2021,"45,036"
"CMR",2022,"44,443"
"CMR",2023,"48,822"
"CMR",2024,"53,308"
"CAN",2012,"1,828,362"
"CAN",2013,"1,846,595"
"CAN",2014,"1,805,751"
"CAN",2015,"1,556,508"
"CAN",2016,"1,527,996"
"CAN",2017,"1,649,266"
"CAN",2018,"1,725,300"
"CAN",2019,"1,743,725"
"CAN",2020,"1,655,685"
"CAN",2021,"2,022,382"
"CAN",2022,"2,200,567"
"CAN",2023,"2,196,594"
"CAN",2024,"2,270,076"
"CAF",2012,"2,512"
"CAF",2013,"1,692"
"CAF",2014,"2,051"
"CAF",2015,"1,866"
"CAF",2016,"1,995"
"CAF",2017,"2,198"
"CAF",2018,"2,383"
"CAF",2019,"2,444"
"CAF",2020,"2,503"
"CAF",2021,"2,711"
"CAF",2022,"2,565"
"CAF",2023,"2,722"
"CAF",2024,"2,868"
"TCD",2012,"17,878"
"TCD",2013,"17,861"
"TCD",2014,"18,186"
"TCD",2015,"14,566"
"TCD",2016,"13,075"
"TCD",2017,"13,258"
"TCD",2018,"15,169"
"TCD",2019,"14,819"
"TCD",2020,"14,812"
"TCD",2021,"16,975"
"TCD",2022,"18,052"
"TCD",2023,"18,638"
"TCD",2024,"20,656"
"CHL",2012,"267,165"
"CHL",2013,"277,218"
"CHL",2014,"259,394"
"CHL",2015,"242,515"
"CHL",2016,"249,306"
"CHL",2017,"276,357"
"CHL",2018,"295,428"
"CHL",2019,"278,040"
"CHL",2020,"254,060"
"CHL",2021,"315,411"
"CHL",2022,"301,270"
"CHL",2023,"335,627"
"CHL",2024,"330,210"
"CHN",2012,"8,682,534"
"CHN",2013,"9,787,510"
"CHN",2014,"10,702,458"
"CHN",2015,"11,305,640"
"CHN",2016,"11,452,000"
"CHN",2017,"12,516,152"
"CHN",2018,"14,107,927"
"CHN",2019,"14,593,450"
"CHN",2020,"15,110,191"
"CHN",2021,"18,183,505"
"CHN",2022,"18,337,777"
"CHN",2023,"18,366,936"
"CHN",2024,"18,945,112"
"COL",2012,"370,692"
"COL",2013,"382,094"
"COL",2014,"381,241"
"COL",2015,"293,493"
"COL",2016,"282,720"
"COL",2017,"311,890"
"COL",2018,"334,124"
"COL",2019,"323,055"
"COL",2020,"270,348"
"COL",2021,"318,525"
"COL",2022,"345,632"
"COL",2023,"366,901"
"COL",2024,"420,504"
"COM",2012,"1,016"
"COM",2013,"1,116"
"COM",2014,"1,150"
"COM",2015,"966"
"COM",2016,"1,013"
"COM",2017,"1,077"
"COM",2018,"1,179"
"COM",2019,"1,188"
"COM",2020,"1,218"
"COM",2021,"1,273"
"COM",2022,"1,224"
"COM",2023,"1,329"
"COM",2024,"1,442"
"COD",2012,"30,074"
"COD",2013,"34,908"
"COD",2014,"38,355"
"COD",2015,"40,154"
"COD",2016,"38,086"
"COD",2017,"37,499"
"COD",2018,"46,660"
"COD",2019,"46,844"
"COD",2020,"46,682"
"COD",2021,"59,068"
"COD",2022,"70,422"
"COD",2023,"69,844"
"COD",2024,"76,731"
"COG",2012,"17,704"
"COG",2013,"17,959"
"COG",2014,"17,918"
"COG",2015,"11,891"
"COG",2016,"10,928"
"COG",2017,"11,830"
"COG",2018,"14,781"
"COG",2019,"13,977"
"COG",2020,"11,485"
"COG",2021,"13,387"
"COG",2022,"13,967"
"COG",2023,"14,169"
"COG",2024,"14,774"
"CRI",2012,"47,231"
"CRI",2013,"50,949"
"CRI",2014,"52,017"
"CRI",2015,"56,442"
"CRI",2016,"58,847"
"CRI",2017,"60,517"
"CRI",2018,"62,570"
"CRI",2019,"64,748"
"CRI",2020,"62,792"
"CRI",2021,"65,582"
"CRI",2022,"70,993"
"CRI",2023,"87,524"
"CRI",2024,"96,730"
"CIV",2012,"37,030"
"CIV",2013,"43,228"
"CIV",2014,"48,882"
"CIV",2015,"45,815"
"CIV",2016,"48,408"
"CIV",2017,"52,512"
"CIV",2018,"58,522"
"CIV",2019,"60,383"
"CIV",2020,"63,119"
"CIV",2021,"72,833"
"CIV",2022,"71,075"
"CIV",2023,"80,792"
"CIV",2024,"87,132"
"HRV",2012,"57,586"
"HRV",2013,"59,846"
"HRV",2014,"59,623"
"HRV",2015,"51,005"
"HRV",2016,"52,636"
"HRV",2017,"56,164"
"HRV",2018,"61,694"
"HRV",2019,"61,474"
"HRV",2020,"57,914"
"HRV",2021,"69,052"
"HRV",2022,"71,257"
"HRV",2023,"85,647"
"HRV",2024,"92,955"
"CYP",2012,"25,063"
"CYP",2013,"23,960"
"CYP",2014,"23,232"
"CYP",2015,"19,911"
"CYP",2016,"21,041"
"CYP",2017,"22,938"
"CYP",2018,"25,766"
"CYP",2019,"26,200"
"CYP",2020,"25,535"
"CYP",2021,"30,392"
"CYP",2022,"31,243"
"CYP",2023,"35,085"
"CYP",2024,"37,623"
"CZE",2012,"210,363"
"CZE",2013,"213,024"
"CZE",2014,"210,911"
"CZE",2015,"189,108"
"CZE",2016,"198,161"
"CZE",2017,"221,564"
"CZE",2018,"251,992"
"CZE",2019,"256,794"
"CZE",2020,"251,110"
"CZE",2021,"290,973"
"CZE",2022,"301,831"
"CZE",2023,"345,059"
"CZE",2024,"347,083"
"DNK",2012,"326,793"
"DNK",2013,"344,631"
"DNK",2014,"352,833"
"DNK",2015,"301,759"
"DNK",2016,"312,182"
"DNK",2017,"331,611"
"DNK",2018,"355,293"
"DNK",2019,"345,402"
"DNK",2020,"355,631"
"DNK",2021,"406,110"
"DNK",2022,"400,115"
"DNK",2023,"404,652"
"DNK",2024,"424,525"
"DJI",2012,"1,901"
"DJI",2013,"2,044"
"DJI",2014,"2,221"
"DJI",2015,"2,424"
"DJI",2016,"2,605"
"DJI",2017,"2,763"
"DJI",2018,"2,913"
"DJI",2019,"3,089"
"DJI",2020,"3,144"
"DJI",2021,"3,393"
"DJI",2022,"3,563"
"DJI",2023,"3,898"
"DJI",2024,"4,152"
"DMA",2012,"486"
"DMA",2013,"498"
"DMA",2014,"520"
"DMA",2015,"541"
"DMA",2016,"576"
"DMA",2017,"522"
"DMA",2018,"555"
"DMA",2019,"612"
"DMA",2020,"504"
"DMA",2021,"555"
"DMA",2022,"607"
"DMA",2023,"659"
"DMA",2024,"689"
"DOM",2012,"60,627"
"DOM",2013,"62,631"
"DOM",2014,"67,098"
"DOM",2015,"71,056"
"DOM",2016,"75,625"
"DOM",2017,"79,153"
"DOM",2018,"85,068"
"DOM",2019,"89,237"
"DOM",2020,"78,625"
"DOM",2021,"95,067"
"DOM",2022,"113,813"
"DOM",2023,"120,794"
"DOM",2024,"124,613"
"ECU",2012,"87,735"
"ECU",2013,"96,570"
"ECU",2014,"102,718"
"ECU",2015,"97,210"
"ECU",2016,"97,671"
"ECU",2017,"104,467"
"ECU",2018,"107,479"
"ECU",2019,"107,596"
"ECU",2020,"95,865"
"ECU",2021,"107,179"
"ECU",2022,"116,133"
"ECU",2023,"120,793"
"ECU",2024,"123,802"
"EGY",2012,"294,482"
"EGY",2013,"303,194"
"EGY",2014,"321,634"
"EGY",2015,"350,119"
"EGY",2016,"351,443"
"EGY",2017,"246,826"
"EGY",2018,"263,156"
"EGY",2019,"317,894"
"EGY",2020,"382,525"
"EGY",2021,"423,300"
"EGY",2022,"475,231"
"EGY",2023,"393,828"
"EGY",2024,"383,105"
"SLV",2012,"21,386"
"SLV",2013,"21,991"
"SLV",2014,"22,593"
"SLV",2015,"23,438"
"SLV",2016,"24,191"
"SLV",2017,"24,979"
"SLV",2018,"26,021"
"SLV",2019,"26,881"
"SLV",2020,"24,921"
"SLV",2021,"29,043"
"SLV",2022,"31,870"
"SLV",2023,"33,854"
"SLV",2024,"35,365"
"GNQ",2012,"22,403"
"GNQ",2013,"21,949"
"GNQ",2014,"21,771"
"GNQ",2015,"13,187"
"GNQ",2016,"11,238"
"GNQ",2017,"12,197"
"GNQ",2018,"13,309"
"GNQ",2019,"11,365"
"GNQ",2020,"9,908"
"GNQ",2021,"12,222"
"GNQ",2022,"13,717"
"GNQ",2023,"12,339"
"GNQ",2024,"12,769"
"ERI",2012,"2,255"
"ERI",2013,"1,958"
"ERI",2014,"2,604"
"ERI",2015,"2,016"
"ERI",2016,"2,213"
"ERI",2017,"1,904"
"ERI",2018,"2,006"
"ERI",2019,"1,982"
"ERI",2020,"1,982"
"ERI",2021,"1,982"
"ERI",2022,"1,982"
"ERI",2023,"1,982"
"ERI",2024,"1,982"
"EST",2012,"23,252"
"EST",2013,"25,451"
"EST",2014,"27,063"
"EST",2015,"23,314"
"EST",2016,"24,554"
"EST",2017,"27,460"
"EST",2018,"31,237"
"EST",2019,"31,877"
"EST",2020,"31,795"
"EST",2021,"37,226"
"EST",2022,"38,257"
"EST",2023,"41,482"
"EST",2024,"43,117"
"SWZ",2012,"4,744"
"SWZ",2013,"4,466"
"SWZ",2014,"4,288"
"SWZ",2015,"3,906"
"SWZ",2016,"3,721"
"SWZ",2017,"4,467"
"SWZ",2018,"4,644"
"SWZ",2019,"4,617"
"SWZ",2020,"4,136"
"SWZ",2021,"4,807"
"SWZ",2022,"4,747"
"SWZ",2023,"4,621"
"SWZ",2024,"4,855"
"ETH",2012,"42,221"
"ETH",2013,"46,544"
"ETH",2014,"54,165"
"ETH",2015,"63,081"
"ETH",2016,"72,120"
"ETH",2017,"76,841"
"ETH",2018,"80,207"
"ETH",2019,"92,608"
"ETH",2020,"96,611"
"ETH",2021,"99,261"
"ETH",2022,"118,958"
"ETH",2023,"159,761"
"ETH",2024,"142,073"
"FJI",2012,"4,303"
"FJI",2013,"4,539"
"FJI",2014,"4,857"
"FJI",2015,"4,682"
"FJI",2016,"4,930"
"FJI",2017,"5,353"
"FJI",2018,"5,581"
"FJI",2019,"5,345"
"FJI",2020,"4,228"
"FJI",2021,"4,159"
"FJI",2022,"4,978"
"FJI",2023,"5,477"
"FJI",2024,"5,968"
"FIN",2012,"257,606"
"FIN",2013,"270,272"
"FIN",2014,"273,549"
"FIN",2015,"233,234"
"FIN",2016,"238,712"
"FIN",2017,"253,757"
"FIN",2018,"273,993"
"FIN",2019,"267,044"
"FIN",2020,"269,784"
"FIN",2021,"294,419"
"FIN",2022,"280,474"
"FIN",2023,"295,277"
"FIN",2024,"298,639"
"FRA",2012,"2,684,706"
"FRA",2013,"2,816,119"
"FRA",2014,"2,861,973"
"FRA",2015,"2,442,731"
"FRA",2016,"2,469,726"
"FRA",2017,"2,587,955"
"FRA",2018,"2,782,838"
"FRA",2019,"2,723,094"
"FRA",2020,"2,645,806"
"FRA",2021,"2,968,405"
"FRA",2022,"2,796,987"
"FRA",2023,"3,061,095"
"FRA",2024,"3,161,042"
"GAB",2012,"17,181"
"GAB",2013,"17,596"
"GAB",2014,"18,209"
"GAB",2015,"14,385"
"GAB",2016,"14,020"
"GAB",2017,"14,924"
"GAB",2018,"16,830"
"GAB",2019,"16,875"
"GAB",2020,"15,364"
"GAB",2021,"19,455"
"GAB",2022,"20,485"
"GAB",2023,"20,059"
"GAB",2024,"20,900"
"GMB",2012,"1,415"
"GMB",2013,"1,376"
"GMB",2014,"1,229"
"GMB",2015,"1,355"
"GMB",2016,"1,470"
"GMB",2017,"1,498"
"GMB",2018,"1,662"
"GMB",2019,"1,806"
"GMB",2020,"1,809"
"GMB",2021,"2,045"
"GMB",2022,"2,135"
"GMB",2023,"2,331"
"GMB",2024,"2,403"
"GEO",2012,"16,894"
"GEO",2013,"17,516"
"GEO",2014,"17,966"
"GEO",2015,"15,223"
"GEO",2016,"15,445"
"GEO",2017,"16,472"
"GEO",2018,"17,905"
"GEO",2019,"17,645"
"GEO",2020,"16,013"
"GEO",2021,"18,849"
"GEO",2022,"24,985"
"GEO",2023,"30,778"
"GEO",2024,"34,191"
"DEU",2012,"3,598,761"
"DEU",2013,"3,807,079"
"DEU",2014,"3,965,893"
"DEU",2015,"3,425,446"
"DEU",2016,"3,535,812"
"DEU",2017,"3,764,023"
"DEU",2018,"4,057,272"
"DEU",2019,"3,960,332"
"DEU",2020,"3,938,244"
"DEU",2021,"4,358,147"
"DEU",2022,"4,204,327"
"DEU",2023,"4,563,523"
"DEU",2024,"4,684,182"
"GHA",2012,"55,800"
"GHA",2013,"62,846"
"GHA",2014,"54,678"
